2022-archive-2022-7-1-n409-c0bc,melbourne,/en/scores/stats-centre/archive/2022/9665/ms001,01:48:00,108,n409,,,,,,,,,,,,,,,,,,,,,,,,,,,c0bc,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-6-2-n409-rh24,melbourne,/en/scores/stats-centre/archive/2022/9665/ms002,01:56:00,116,n409,,,,,,,,,,,,,,,,,,,,,,,,,,,rh24,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-6-1-c0bc-d875,melbourne,/en/scores/stats-centre/archive/2022/9665/ms003,02:04:00,124,c0bc,,,,,,,,,,,,,,,,,,,,,,,,,,,d875,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-5-3-d875-v812,melbourne,/en/scores/stats-centre/archive/2022/9665/ms006,02:45:00,165,d875,,,,,,,,,,,,,,,,,,,,,,,,,,,v812,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-5-2-c0bc-mu94,melbourne,/en/scores/stats-centre/archive/2022/9665/ms007,02:26:00,146,c0bc,,,,,,,,,,,,,,,,,,,,,,,,,,,mu94,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-5-1-rh24-mv14,melbourne,/en/scores/stats-centre/archive/2022/9665/ms005,01:08:00,68,rh24,,,,,,,,,,,,,,,,,,,,,,,,,,,mv14,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-8-n409-be90,melbourne,/en/scores/stats-centre/archive/2022/9665/ms008,01:32:00,92,n409,,,,,,,,,,,,,,,,,,,,,,,,,,,be90,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-7-c0bc-o522,melbourne,/en/scores/stats-centre/archive/2022/9665/ms015,02:41:00,161,c0bc,,,,,,,,,,,,,,,,,,,,,,,,,,,o522,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-6-d875-bf23,melbourne,/en/scores/stats-centre/archive/2022/9665/ms013,02:53:00,173,d875,,,,,,,,,,,,,,,,,,,,,,,,,,,bf23,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-5-mv14-gb88,melbourne,/en/scores/stats-centre/archive/2022/9665/ms010,01:40:00,100,mv14,,,,,,,,,,,,,,,,,,,,,,,,,,,gb88,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-4-v812-mk66,melbourne,/en/scores/stats-centre/archive/2022/9665/ms012,01:20:00,80,v812,,,,,,,,,,,,,,,,,,,,,,,,,,,mk66,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-3-gj37-p09z,melbourne,/en/scores/stats-centre/archive/2022/9665/ms009,01:57:00,117,gj37,,,,,,,,,,,,,,,,,,,,,,,,,,,p09z,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-2-mu94-l949,melbourne,/en/scores/stats-centre/archive/2022/9665/ms014,01:23:00,83,mu94,,,,,,,,,,,,,,,,,,,,,,,,,,,l949,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-4-1-rh24-tc61,melbourne,/en/scores/stats-centre/archive/2022/9665/ms011,02:50:00,170,rh24,,,,,,,,,,,,,,,,,,,,,,,,,,,tc61,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-12-l949-pd31,melbourne,/en/scores/stats-centre/archive/2022/9665/ms028,01:58:00,118,l949,,,,,,,,,,,,,,,,,,,,,,,,,,,pd31,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-11-gj37-ke73,melbourne,/en/scores/stats-centre/archive/2022/9665/ms019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-10-mk66-g967,melbourne,/en/scores/stats-centre/archive/2022/9665/ms024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-9-bf23-mc10,melbourne,/en/scores/stats-centre/archive/2022/9665/ms026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-8-be90-gc88,melbourne,/en/scores/stats-centre/archive/2022/9665/ms017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-7-c0bc-h0bh,melbourne,/en/scores/stats-centre/archive/2022/9665/ms030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-6-mv14-sa93,melbourne,/en/scores/stats-centre/archive/2022/9665/ms021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-5-mu94-a678,melbourne,/en/scores/stats-centre/archive/2022/9665/ms029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-4-p09z-ta12,melbourne,/en/scores/stats-centre/archive/2022/9665/ms018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-3-rh24-b0bi,melbourne,/en/scores/stats-centre/archive/2022/9665/ms023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-2-tc61-o483,melbourne,/en/scores/stats-centre/archive/2022/9665/ms022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-3-1-v812-me82,melbourne,/en/scores/stats-centre/archive/2022/9665/ms025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-2-4-h0bh-l949,melbourne,/en/scores/stats-centre/archive/2022/9665/qs005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-2-3-sa93-b0bi,melbourne,/en/scores/stats-centre/archive/2022/9665/qs006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-2-2-be90-ch05,melbourne,/en/scores/stats-centre/archive/2022/9665/qs004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-2-1-c0bc-va08,melbourne,/en/scores/stats-centre/archive/2022/9665/qs007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-archive-2022-1-7-b0bi-pg94,melbourne,/en/scores/stats-centre/archive/2022/9665/qs012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
